liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Successful Lay-offs,Successful Launches,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Interceptions,Ground Duels won,Substitute On,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Successful Dribbles,PutThrough/Blocked Distribution,Penalties Conceded,Throw Ins to Own Player,Goals,Right Foot Goals,Total Shots,Throw Ins to Opposition Player,Goals from Outside Box,Shots On Target ( inc goals ),Left Foot Goals,Handballs conceded,Goals from Inside Box,Tackles Lost,Offsides,Corners Won,Blocked Shots,Unsuccessful Dribbles,Saves Made,GK Successful Distribution,Key Passes (Attempt Assists),Catches,Aerial Duels won,Saves Made from Inside Box,Penalties Faced,Successful Crosses & Corners,Substitute Off,Blocks,Successful Crosses open play,Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Clearances Off the Line,Shots Off Target (inc woodwork),Attempts from Set Pieces,Hit Woodwork,Unsuccessful lay-offs,Goal Assists,Through balls,Corners Taken (incl short corners),Unsuccessful Corners into Box,Goals Conceded Outside Box,Punches,Successful Corners into Box,Penalties Taken,Penalty Goals,Own Goal Scored
Concacaf_Campeones_Cup,2018,Toronto FC,a4ho0enrp6omdbdplkf1hly39,S. Giovinco,Forward,10,40,,,17,6,10,,,,11,8,,3,19,,16,1,3,7,4,2,1,,33,1,,6,4,10,1,,1,6,,1,1,5,2,14,16,,,5,,1,,1,,,,,,,,1,,,,,,,,,2,2,,,,2,,,,,2,1,,,,1,,1,1,,,,,3,1,,,2,,,
Concacaf_Campeones_Cup,2018,Toronto FC,dv09p12tc7rdd22262wamfnx1,N. Hagglund,Defender,6,90,,,38,3,9,2,7,1,15,16,2,7,39,2,24,2,14,11,12,6,1,2,59,1,,3,23,10,5,1,,7,,3,1,1,2,24,25,4,2,2,8,2,,3,1,,2,,3,,,3,1,,1,,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,1,,,,,
Concacaf_Campeones_Cup,2018,Toronto FC,26vqrxpxgfamc65cjpvkavr2t,J. Hernández,Defender,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2018,Toronto FC,aij1pddtm5ch0o8dstl3mc1jp,C. Irwin,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2018,Toronto FC,d09fymrh879d93982fastvdud,L. Janson,Forward,16,50,,,26,8,17,,1,,7,5,,3,26,1,19,1,4,7,4,3,,,32,1,,3,10,10,,3,,3,,2,1,3,1,22,22,,,3,,,1,3,,,1,,,1,1,2,,,1,,1,1,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,1,1,
Concacaf_Campeones_Cup,2018,Toronto FC,ykzkzazvga55do4buqq0quhh,A. Morgan,Defender,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2018,Toronto FC,b7xpyb832znharyanthhks91x,J. Morrow,Defender,2,90,,,41,11,23,,,1,10,14,1,4,41,1,36,2,4,12,4,9,1,2,52,1,,3,14,10,1,1,,4,1,3,1,2,4,37,37,1,,3,,1,,4,,,2,,2,,,,2,,,,,,1,,2,,,,,1,,,,,,,,,2,2,,,,,,,,,,1,,,,,
Concacaf_Campeones_Cup,2018,Toronto FC,a31s7t25qa1llzl3v79x2iimt,J. Osorio,Midfielder,21,90,,,62,13,42,,1,1,19,12,1,8,63,,52,2,9,25,10,4,1,1,80,1,,7,17,10,3,2,1,10,,3,1,6,8,53,54,3,1,7,,1,,5,,,2,,,,,2,,,,,,,,,1,,1,,,2,,2,,,,,,,,2,,2,,,,,1,2,2,1,,,,,
Concacaf_Campeones_Cup,2018,Toronto FC,68oxh92004pbiboo5b5bf4pg5,T. Ricketts,Forward,87,33,,,2,1,2,,,,,2,,,4,1,4,1,,1,,,,,7,1,1,1,,10,1,,,2,,2,1,1,2,2,4,1,,1,,,1,3,,,,,,,,2,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,
Concacaf_Campeones_Cup,2018,Toronto FC,80fgto4ghk3gxvb4mz9hdretx,Víctor Vázquez,Midfielder,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2018,Toronto FC,45vy8s9kzx0k094lg2cicj1zp,E. Zavaleta,Defender,15,90,,,39,2,17,,,1,2,20,,2,39,1,32,2,2,4,1,8,1,1,47,1,,1,16,10,2,5,1,3,4,3,1,,17,37,37,2,,1,1,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1
Concacaf_Campeones_Cup,2018,Toronto FC,45ovlkdfdnizixhst51gto0d1,Auro,Defender,96,25,,,15,7,11,,1,,9,1,1,3,15,,11,1,4,,4,2,,1,26,1,,4,2,10,2,,1,4,,1,1,2,6,11,11,,1,2,,2,1,1,,,1,,3,,,,1,,,,,,,,,,1,,,2,,,,,1,,,1,1,1,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2018,Toronto FC,3bq1nw2l97vl5q0pw8gg6f9p1,G. van der Wiel,Defender,9,65,,,22,3,10,,,,2,11,,1,22,2,18,1,1,1,,3,1,1,27,1,1,3,7,10,,3,,3,,2,1,3,11,21,21,,,3,1,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,
