liga,temporada,equipo,id,nombre,posicion,dorsal,Times Tackled,Successful Passes Opposition Half,Index,Open Play Passes,Unsuccessful Launches,Backward Passes,Successful Passes Own Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels,Leftside Passes,Throw Ins to Own Player,Total Touches In Opposition Box,Games Played,Aerial Duels lost,Shots On Target ( inc goals ),Total Shots,Duels won,Unsuccessful Passes Opposition Half,Ground Duels won,Unsuccessful Long Passes,Unsuccessful Short Passes,Foul Attempted Tackle,Starts,Unsuccessful Crosses & Corners,Total Passes,Successful Open Play Passes,Unsuccessful Passes Own Half,Successful Short Passes,Forward Passes,Recoveries,Tackles Won,Unsuccessful Dribbles,Total Fouls Conceded,Ground Duels,Unsuccessful Crosses open play,Goals Conceded Inside Box,Aerial Duels,Touches,Total Tackles,Total Successful Passes ( Excl Crosses & Corners ) ,Appearances,Time Played,Interceptions,Total Losses Of Possession,Total Clearances,Goals Conceded,Ground Duels lost,Successful Long Passes,Duels lost,Successful Dribbles,Home Goals,Away Goals,Winning Goal,Total Fouls Won,Key Passes (Attempt Assists),Rightside Passes,Substitute Off,Blocked Shots,Offsides,Aerial Duels won,Tackles Lost,Successful Launches,Corners Won,Successful Lay-offs,Shots Off Target (inc woodwork),Successful Crosses & Corners,Successful Crosses open play,Substitute On,PutThrough/Blocked Distribution,Corners Taken (incl short corners),Unsuccessful Corners into Box,Blocks,PutThrough/Blocked Distribution Won,Yellow Cards,Attempts from Set Pieces,Throw Ins to Opposition Player,Saves Made from Outside Box,Saves Made,GK Unsuccessful Distribution,GK Successful Distribution,Saves Made from Inside Box,Handballs conceded,Clean Sheets,Punches,Saves made - parried,Goals,Left Foot Goals,Goals from Inside Box,Successful Corners into Box,Right Foot Goals
Concacaf_Campeones_Cup,2022,Atlas FC,aa53igsrv81m9zy3ub1ri4v6d,M. Nervo,Defender,2,,8,10,30,,4,19,8,15,6,,1,1,2,,1,7,6,3,4,4,4,1,,35,23,2,22,16,1,1,,4,9,,2,6,49,1,27,1,90,3,9,,2,6,5,8,,0,0,0,2,,9,,,,4,,2,,,1,,,,3,,,1,3,1,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2022,Atlas FC,1gs5ptbru4t4s0s2vb2r3izca,A. Ocejo,Forward,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2022,Atlas FC,avdpequoe93pu17qm8ithscbu,E. Ortega,Midfielder,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2022,Atlas FC,8oysg1rd2ern90ef3pbxsuwo9,J. Quiñones,Forward,33,4,15,10,20,,,,6,12,3,,10,1,1,3,5,6,6,3,,6,1,1,,21,14,,15,9,4,,,1,8,,2,4,44,1,15,1,90,1,16,,2,5,,6,,0,0,0,2,3,9,,1,,3,1,,1,,2,,,,2,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2022,Atlas FC,21051apcxzotsbfnwivngarbp,L. Reyes,Defender,14,,18,10,39,6,2,10,17,4,,14,,1,,,,2,15,2,10,7,2,1,3,45,24,5,23,31,6,2,,2,4,2,2,,74,2,28,1,90,3,23,1,2,2,5,2,,0,0,0,,3,12,,3,,,,1,,,,,,,1,1,1,,,1,1,1,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2022,Atlas FC,5mlvsyrovx07gvivuj643nvje,L. Rodríguez,Midfielder,32,,1,10,1,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,1,1,1,,,,,,1,,,0,0,0,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2022,Atlas FC,ew34ex1in43myj1umh5xcx7md,A. Santamaría,Defender,5,,16,10,38,2,4,14,12,10,12,,2,1,1,1,2,5,10,2,6,6,1,1,,42,27,2,25,19,4,,,3,6,,2,4,54,,30,1,90,4,12,,2,4,5,5,,0,0,0,2,1,7,,,1,3,,,,,1,,,,2,,,1,1,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2022,Atlas FC,7ot6emo291avsnjabzt36a9uy,C. Trejo,Forward,28,1,6,10,7,,1,,1,2,5,,3,1,,,,1,2,,,1,,,1,7,6,,6,1,,,,,1,,,1,12,,6,1,20,,4,,,1,,1,,0,0,0,,,,,1,,1,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2022,Atlas FC,bsijqtivxx9jbkjsh9c7ixu51,C. Vargas,Goalkeeper,12,,7,10,16,6,,14,13,1,4,,,1,1,,,,13,,13,,,1,,34,10,,10,28,11,,,,,,2,1,45,,21,1,90,,15,,2,,11,1,,0,0,0,,,2,,,,,,2,,,,,,,,,,,,,,,3,6,3,12,3,,,,,,,,,
Concacaf_Campeones_Cup,2022,Atlas FC,8oiw6d6y3tzcc58ijwwg0hh49,É. Zaldívar,Midfielder,6,1,23,10,32,,4,9,6,8,11,,,1,3,,,3,5,3,2,4,,1,,38,28,1,28,15,5,,,2,5,,2,3,49,,32,1,90,2,10,,2,2,4,5,1,0,0,0,2,1,8,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,
Concacaf_Campeones_Cup,2022,New York City Football Club,6rwoy67xc63esstfeg2horc6i,N. Acevedo,Midfielder,26,1,18,10,49,3,6,16,15,13,13,,1,1,3,1,1,6,9,4,3,12,,1,,49,34,6,32,17,9,1,1,3,8,,,5,62,3,34,1,86,3,16,1,,4,2,7,,0,0,0,1,1,13,1,,,2,2,,,,,,,,4,,,,3,,,,,,,,,2,,,,,,,,
Concacaf_Campeones_Cup,2022,New York City Football Club,7e6yfbpspg1vzcaa7rw5dameh,M. Amundsen,Defender,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2022,New York City Football Club,cnkf5c3rncn9is1s7h81m7yl1,Héber,Forward,9,,2,10,4,,1,,2,3,1,,3,1,2,,1,1,2,,1,1,,1,,4,2,,2,1,,,,,,,,3,7,,2,1,29,,2,1,,,,2,,0,0,0,,,1,1,1,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2022,New York City Football Club,8rxwwv5nvmf9rd4oesd4rh5re,Talles Magno,Forward,43,2,10,10,17,,6,3,5,15,1,,1,1,2,1,2,9,5,6,,5,1,,,18,12,,11,4,3,1,,2,10,,,5,39,1,13,1,61,,12,1,,4,2,6,2,0,0,0,3,,7,,1,1,3,,,1,,1,,,1,3,,,1,1,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2022,New York City Football Club,d7efidcaz053ml8l4h19i7fmx,L. Barraza,Goalkeeper,13,,3,10,10,8,,5,17,1,4,,,1,,,,1,13,,16,1,,1,,25,4,4,3,19,15,,,,,,,1,43,,8,1,90,,17,2,,,5,,,0,0,0,,,2,,,,1,,,,,,,,,,,,,,,,,5,7,5,12,2,,1,1,3,,,,,
Concacaf_Campeones_Cup,2022,New York City Football Club,cabhrleu1pd1z0aarmf1zgkwl,A. Callens,Defender,6,,21,10,43,,1,16,6,11,2,6,3,1,4,2,3,4,3,2,,6,1,1,,43,37,3,33,21,2,,,3,5,,,6,64,1,37,1,90,1,7,6,,3,4,7,,1,0,1,1,1,19,,,,2,1,,,,1,,,,,,,1,,1,,1,,,,,,,1,,,1,1,1,,
Concacaf_Campeones_Cup,2022,New York City Football Club,40lk020a1p1cvmj86ids7k05x,M. Chanot,Defender,4,,5,10,39,2,,32,6,9,12,,1,1,1,,,7,3,,3,3,,1,,43,34,3,29,21,5,,,,1,,,8,59,,37,1,90,,9,10,,1,8,2,,0,0,0,,,10,,1,,7,,1,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,
Concacaf_Campeones_Cup,2022,New York City Football Club,3dt4cojmf1ahkayoeob2ryl4a,T. Gray,Defender,24,,11,10,33,,12,19,5,8,8,7,1,1,2,,,5,2,4,1,4,,1,,35,29,3,27,13,6,2,,2,5,,,3,59,2,30,1,90,1,10,3,,1,3,3,1,0,0,0,1,,2,,,,1,,2,,,,,,,1,,,1,1,1,,2,,,,,,,1,,,,,,,
Concacaf_Campeones_Cup,2022,New York City Football Club,bb31x0lmvx07e83d344y8byay,J. Haak,Midfielder,80,,,10,1,,,,1,,1,,,1,,,,,1,,,1,,,1,1,,1,,,1,,,,,,,,2,,,1,4,,2,,,,,,,0,0,0,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2022,New York City Football Club,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,Midfielder,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2022,New York City Football Club,a2crcglwdookm6m397dxw2qdw,V. Latinovich,Defender,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2022,New York City Football Club,71fvqt5u686umgs8bf4vtay8l,Thiago Martins,Defender,5,1,5,10,24,3,2,8,11,14,5,,,1,4,,,6,5,1,3,8,,1,,24,13,6,13,13,2,,,3,5,,,9,40,1,13,1,90,1,12,9,,4,,8,,0,0,0,,,4,,,,5,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,
Concacaf_Campeones_Cup,2022,New York City Football Club,dafwwmpmimizpg83kyhogb36d,C. Mizell,Goalkeeper,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2022,New York City Football Club,btfy1un7vibi2pb5y6uxp9ck5,M. Moralez,Midfielder,10,1,40,10,60,1,6,17,11,15,21,,1,1,2,1,1,7,9,6,5,6,2,1,2,66,51,4,50,21,14,,,5,12,2,,3,82,1,55,1,85,1,14,1,,6,5,8,,1,0,0,5,5,18,1,,,1,1,,,1,,2,,,1,2,,1,1,1,,,,,,,,1,,,,1,,1,2,1
Concacaf_Campeones_Cup,2022,New York City Football Club,471c07gek7lcu4rbaarwzffu1,K. O'Toole,Forward,22,2,5,10,14,1,5,4,6,8,,,2,1,1,,1,5,3,4,1,5,,1,,15,8,3,9,5,2,2,,,6,,,2,28,2,9,1,90,1,9,3,,2,,3,1,0,0,0,1,,5,,,,1,,,1,1,1,,,,1,,,,,,,,,,,,,,1,,,,,,,
Concacaf_Campeones_Cup,2022,New York City Football Club,85pd2dxhy1gjhzm2mvnkdak15,K. Parks,Midfielder,55,,2,10,2,,,,,3,1,,,1,,,,2,,2,,,,,,2,2,,2,1,,2,,1,3,,,,4,2,2,1,5,,,,,1,,1,,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2022,New York City Football Club,dt21kcommcqnxc35no10wwui2,M. Pellegrini,Forward,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2022,New York City Football Club,92v4qtkc2p5ehgls7qvjcx6ac,Gabriel Pereira,Midfielder,38,2,20,10,29,,7,6,7,10,13,,3,1,1,1,1,4,2,4,1,6,1,1,,31,22,5,24,5,9,1,1,3,9,,,1,48,1,24,1,90,,12,1,,5,,6,1,0,0,0,2,4,6,,,,,,,,1,,2,1,,,1,,,,,1,,,,,,,1,1,,,,,,1,
Concacaf_Campeones_Cup,2022,New York City Football Club,eteojj0lkz20ip5zxfrg7sxrd,S. Rodríguez,Midfielder,20,1,16,10,27,,5,5,7,7,3,,4,1,,2,4,5,7,4,,7,,1,,28,20,,19,9,2,1,1,2,6,,,1,43,1,21,1,74,,12,,,2,2,2,,0,0,0,3,1,11,1,,,1,,,1,1,2,,,,1,,,,,,1,,,,,,,1,,,,,,,,
Concacaf_Campeones_Cup,2022,New York City Football Club,dp1dk9lwp5qa4sussjrgwp89g,Thiago Andrade,Forward,8,1,3,10,4,,,1,,5,3,,,1,,,,2,1,2,,,,,1,4,4,,4,,3,,1,1,5,1,,,8,,4,1,16,,2,,,3,,3,,0,0,0,2,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
