liga,temporada,equipo,id,nombre,posicion,dorsal,Times Tackled,Aerial Duels won,Aerial Duels,Aerial Duels lost,Rightside Passes,Successful Passes Opposition Half,Unsuccessful Crosses open play,Right Foot Goals,Corners Taken (incl short corners),Goals Conceded,Unsuccessful Crosses & Corners,Goals Conceded Inside Box,Ground Duels,Appearances,Games Played,Starts,Total Fouls Won,Total Tackles,Tackles Won,Assists (Intentional),Foul Attempted Tackle,Index,Tackles Lost,Clean Sheets,Total Passes,Goals Conceded Outside Box,Backward Passes,Goals,Interceptions,Ground Duels lost,Yellow Cards,Shots Off Target (inc woodwork),Ground Duels won,Duels lost,Duels,Offsides,Successful Open Play Passes,Total Touches In Opposition Box,Penalties Conceded,Leftside Passes,Throw Ins to Opposition Player,Unsuccessful Launches,Successful Passes Own Half,Successful Crosses open play,PutThrough/Blocked Distribution,Blocks,Handballs conceded,Successful Long Passes,Unsuccessful Passes Own Half,Successful Dribbles,Total Clearances,PutThrough/Blocked Distribution Won,Unsuccessful Long Passes,Unsuccessful Short Passes,Goal Assists,Shots On Target ( inc goals ),Time Played,Corners Won,Recoveries,Throw Ins to Own Player,Key Passes (Attempt Assists),Left Foot Goals,Successful Crosses & Corners,Penalty Goals Conceded,Total Shots,Unsuccessful Passes Opposition Half,Unsuccessful Dribbles,Forward Passes,Touches,Duels won,Hit Woodwork,Total Fouls Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Blocked Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Successful Launches,Successful Lay-offs,Goals from Inside Box,Open Play Passes,Total Losses Of Possession,Home Goals,Away Goals,Winning Goal,Clearances Off the Line,Headed Goals,Red Cards - 2nd Yellow,Substitute Off,Total Red Cards,Substitute On,Through balls,GK Unsuccessful Distribution,GK Successful Distribution,Goals from Outside Box,Second Goal Assists,Unsuccessful Corners into Box,Successful Corners into Box,Straight Red Cards,Attempts from Set Pieces,Foul Won Penalty,Unsuccessful lay-offs,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - parried,Penalties Faced,Saves Made,Penalties Saved,Catches,Punches,Saves made - caught,Goalkeeper Smother,Saves from Penalty,Drops,Penalty Goals,Penalties Taken,Own Goal Scored,Set Pieces Goals,Other Goals,Penalties Off Target,Crosses not Claimed,Last Man Tackle
Canada_Canadian_Premier_League,2021,Atlético Ottawa,a4x6uv9oe28fhynm2owrhnqvp,S. Lawson,Midfielder,9,10,6,13,7,14,50,,,,4,,4,26,8,8,3,5,1,,,2,10,1,,80,,16,,3,18,1,,8,25,39,1,63,4,,27,,,13,,2,,,3,2,2,3,2,4,13,,,301,,15,1,3,,,1,,15,1,23,119,14,,4,17,,63,60,,2,,80,31,0,0,0,,,,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Atlético Ottawa,63rmd2xbr48c0zzvsj6bn3651,C. Mannella,Midfielder,6,12,3,7,4,117,151,1,,2,12,2,11,70,19,19,10,8,21,12,1,5,10,9,,458,1,105,,14,41,4,2,29,45,77,1,385,9,,134,,7,254,,12,1,4,21,23,,8,8,21,34,2,3,959,,57,4,6,,2,2,5,34,3,102,572,32,,16,55,2,403,382,,2,,437,80,0,0,0,,,,7,,9,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Atlético Ottawa,ex56fczses29ox8kg1fvaodm1,Viti Martínez,Midfielder,5,13,7,12,5,113,163,2,,,19,2,19,68,13,13,11,9,19,14,2,5,10,5,2,465,,30,1,13,30,1,4,38,35,80,,381,6,,189,,8,232,2,9,3,1,47,16,10,20,4,36,36,2,1,1000,1,60,,6,1,2,5,5,58,5,133,591,45,,11,72,3,393,346,2,1,,451,98,0,1,1,,,1,3,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Atlético Ottawa,eyems8p1wpp6df9w1wz6rdvpx,B. McKendry,Midfielder,8,22,16,23,7,379,409,11,1,49,36,49,35,230,25,25,25,34,59,35,,23,10,24,2,1197,1,225,1,34,116,7,3,114,123,253,1,981,15,1,267,2,13,653,2,49,11,1,82,46,23,28,30,52,101,1,7,2132,4,168,5,29,,18,9,10,156,5,326,1607,130,1,39,153,3,1044,962,4,7,1,1125,266,0,1,0,,,,5,1,,1,,,,,29,16,1,1,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Atlético Ottawa,d9vkc7njxq4dir82c176w2z2s,J. Mercure,Forward,91,,,2,2,4,6,,,,1,,1,7,5,5,,1,1,,,3,10,1,,12,,5,,1,4,,,3,6,9,,7,1,,1,,,2,1,,,1,,2,1,1,,1,4,,,58,,3,1,,,1,,,3,,2,24,3,,4,5,,7,7,,,,12,8,0,0,0,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Atlético Ottawa,8ipv2tlducl1y5qq8c8f4pdk9,V. Neufville,Defender,44,23,3,6,3,102,70,13,,,16,15,15,92,13,13,10,14,20,12,1,1,10,8,1,270,1,57,,12,44,4,2,48,47,98,,198,10,2,5,8,13,136,,17,3,3,21,24,14,16,10,26,38,1,,785,4,52,65,1,,,3,2,55,12,106,510,51,,14,64,,206,185,7,,,260,135,0,0,0,,,,5,,3,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Atlético Ottawa,dv9msjb1plmpnuxdwz8tm5hm2,R. Núñez,Midfielder,22,46,7,21,14,203,258,11,,3,31,16,31,186,25,25,18,30,30,12,,9,10,18,2,587,,215,,21,98,3,14,88,112,207,6,468,36,,58,,,224,3,28,1,,27,28,28,2,11,15,94,,11,1635,8,64,6,19,,4,8,25,97,18,111,902,95,1,14,109,12,478,451,,4,,577,208,0,0,0,,,,6,,7,5,,,,,3,,,3,,1,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Atlético Ottawa,1wfq0k89fj2ao1fimsgjeqej8,T.Obadal,Goalkeeper,13,,,,,12,2,,,,4,,4,2,2,2,2,2,,,,,10,,,46,,,,,,,,2,,2,,22,,,11,,1,29,,,,,5,4,,,,13,2,,,180,,17,,,,,1,,11,,23,64,2,,,15,,31,26,,,,28,15,0,0,0,,,,,,,,4,16,,,,,,,,,1,6,1,1,7,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Atlético Ottawa,ay1hg91asmcve43pfqesll562,D. Powley,Goalkeeper,1,,11,12,1,166,87,,,,43,,42,4,26,26,26,2,,,,1,10,,3,825,1,,,2,2,1,,2,3,16,,307,,1,145,,95,429,,3,,,207,100,,20,1,301,8,,,2340,,267,,,,,10,,209,,514,1138,13,,1,309,,516,309,34,,,440,316,0,0,0,,,,,,,,98,298,,,,,,,,1,37,55,14,11,93,1,22,7,5,3,1,2,,,,,,,,
Canada_Canadian_Premier_League,2021,Atlético Ottawa,6yyscicx9ok5edd9iuoafuoyx,Raúl Uche,Forward,99,11,3,12,9,38,50,2,,,13,2,13,44,11,11,7,11,7,6,,3,10,1,,131,,43,,1,23,,2,21,32,56,5,89,26,,32,,,51,,7,,,3,6,3,2,1,,30,,3,510,3,18,,7,,,3,5,26,5,18,217,24,,6,30,5,101,98,,8,,119,64,0,0,0,,,,5,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Atlético Ottawa,6oy4mzcnojabnil6u43mxal4a,M. Shaw,Forward,19,53,33,91,58,61,177,13,8,,36,13,35,176,28,28,22,34,27,18,1,15,10,9,,398,1,128,10,5,100,,18,76,158,267,8,275,62,,113,1,6,124,5,26,,2,12,17,17,30,17,12,90,1,20,2004,6,69,4,12,1,5,8,38,98,11,96,760,109,,39,102,8,296,284,,8,9,377,236,6,4,3,,1,,11,,6,1,,,1,,,,,4,,2,,,,,,,,,,,,,3,3,,,,,,
Canada_Canadian_Premier_League,2021,Atlético Ottawa,11fnw0grmhiwnqc6xg7xjlasp,T. Shaw,Midfielder,18,10,21,42,21,101,102,2,,1,21,2,21,100,17,17,8,11,40,23,,22,10,17,,377,,63,,20,44,7,1,56,65,142,,304,11,2,122,,7,212,,14,3,1,20,22,5,21,7,15,48,1,3,807,1,55,,3,,,3,4,43,4,91,532,77,,26,63,2,314,294,2,,,367,85,0,0,0,,,,4,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Atlético Ottawa,awupposzx23aru4cerbikwcbu,Alberto Soto,Midfielder,10,64,5,17,12,190,374,4,,24,34,25,34,243,19,19,17,33,47,27,2,6,10,20,,751,,82,2,15,120,3,11,123,132,260,1,622,51,,225,,4,277,3,15,3,1,45,22,44,5,9,18,93,2,10,1584,16,90,1,28,2,11,8,21,114,33,254,1114,128,1,16,111,11,640,595,,3,,732,242,1,1,1,,,,3,,2,10,,,2,,14,5,,2,,1,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Atlético Ottawa,afbi7ba716z8at1irydcx44ix,R. Telfer,Forward,7,54,16,29,13,101,214,17,1,20,25,31,24,170,16,16,16,35,20,7,,11,10,13,1,460,1,114,3,9,79,4,9,91,92,199,4,361,44,1,120,1,3,174,8,24,3,1,26,23,36,4,12,17,74,,8,1376,18,67,9,23,1,19,7,17,99,22,125,816,107,,18,91,13,369,343,,7,2,448,233,1,2,0,,1,,1,1,,2,,,1,,11,7,1,3,1,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Atlético Ottawa,al5jt5ntx6alvfvo3tq1py6i2,Z. Verhoven,Defender,16,53,6,21,15,33,220,32,,,27,32,27,244,25,25,16,11,70,43,4,23,10,27,2,566,,128,1,26,129,5,11,115,144,265,4,432,44,,197,21,22,231,12,49,3,3,24,57,36,21,22,32,95,5,7,1540,13,137,93,15,1,12,5,18,102,23,208,1082,121,,39,127,2,439,415,4,3,1,559,285,1,0,0,,,,5,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Atlético Ottawa,bri3rn6ch0k8k4q9mpjc8q19l,B. Wright,Forward,14,33,19,39,20,49,82,5,4,,24,5,23,80,23,23,12,18,6,1,1,2,10,5,,197,1,78,6,,50,,4,30,70,119,12,112,45,,34,,1,56,2,13,1,2,3,16,7,16,4,2,59,1,13,1164,5,16,2,5,1,2,5,17,50,17,36,374,49,,11,61,2,136,133,,14,6,173,138,3,3,1,,1,,9,,11,3,,,,,,,,,2,3,,,,,,,,,,,,,1,1,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,d9fii53ahtb9ptnn8diw4sijt,N. Apostol,Forward,2,4,3,7,4,1,26,5,,,4,5,4,44,7,7,3,9,13,10,1,9,10,3,1,114,,27,,3,19,1,1,25,23,51,1,80,3,,33,5,7,57,1,7,,,8,10,3,4,4,15,17,1,,301,2,11,24,1,,1,,1,27,3,53,201,28,,10,32,,82,74,2,,,112,48,0,0,0,,,,2,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,6re26cen7xbrynezb3rerst05,S. Camargo,Midfielder,10,42,10,20,10,116,251,11,1,3,17,12,17,113,23,23,19,23,7,4,2,3,10,3,,453,,104,4,5,61,3,8,52,71,133,5,327,68,,85,3,3,108,4,25,,2,17,12,22,1,12,15,84,2,13,1313,17,76,8,24,1,5,1,21,99,24,148,716,62,,13,99,3,354,337,,6,3,426,218,3,1,0,,2,,18,,4,4,,,1,,1,1,,,1,,,,,,,,,,,,,,,1,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,7tmc8hrkee4lo05qa26i7e5zp,M. Carducci,Goalkeeper,1,,4,4,,126,86,,,,31,,28,6,25,25,25,3,1,,,1,10,1,7,708,3,,,,3,1,,3,3,10,,330,,1,132,,103,380,,,,,145,53,1,17,,237,5,,,2280,,214,,,,,4,,189,,450,909,7,,1,242,,466,321,38,,,468,248,0,0,0,,,,,,,,66,209,,,,,,,,,16,39,13,4,57,,11,3,2,1,,2,,,1,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,7yfwpe3tltsxez80puqy7hoet,J. Di Chiara,Midfielder,14,36,29,66,37,166,337,4,,1,26,4,23,198,25,25,15,46,45,26,1,24,10,19,3,667,3,151,1,16,94,4,11,104,131,264,2,541,48,,177,,3,224,,30,2,2,18,22,14,10,14,10,97,3,9,1519,5,82,9,14,1,1,4,20,89,14,173,960,133,,33,107,8,560,542,1,8,1,648,189,1,0,0,,,1,5,1,10,2,,,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,79xw5l1zq2huxdmeod9t19nmd,J. Escalante,Midfielder,11,49,15,28,13,265,298,69,1,45,26,101,23,223,26,26,24,46,46,31,1,18,10,15,6,727,3,160,1,22,108,9,10,115,121,251,5,495,33,2,56,20,33,257,18,45,1,3,53,63,23,20,17,86,124,3,7,2089,17,135,128,27,,38,4,17,248,33,246,1350,130,2,32,210,6,517,464,3,,1,697,428,1,0,1,,,,10,,2,1,,,,1,20,16,,2,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,elyp1bpa1kq1hl6sigml22jf9,T. Farago,Goalkeeper,22,,,,,13,12,,,,1,,1,1,4,4,4,1,,,,,10,,3,111,,,,,,,,1,,1,,39,,,28,,12,56,,,,,18,11,,2,,42,1,,,360,,36,,,,,,,32,,70,154,1,,,43,,68,50,3,,,59,45,0,0,0,,,,,,,,13,43,,,,,,,,,5,3,4,,8,,2,,,1,,1,,,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,49rr75teem0kobuhr4cesh756,M. Farsi,Defender,21,52,15,46,31,55,470,58,1,2,28,60,26,206,26,26,24,36,42,28,2,16,10,14,7,1033,2,280,1,19,98,6,7,108,129,252,8,803,78,,379,14,20,376,16,45,1,1,38,61,30,25,21,45,159,2,7,2257,27,132,162,24,,17,4,14,203,29,319,1662,123,,27,204,7,829,791,2,,1,1003,402,1,0,1,1,,,1,,2,1,,,,,1,,,,1,2,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,3141if674kt100fnbi3unstsl,T. Field,Defender,3,5,10,18,8,90,102,13,,4,7,17,7,57,12,12,8,2,33,15,1,3,10,18,1,268,,43,,11,17,,,40,25,75,,193,,,10,7,11,102,4,14,4,,8,27,5,12,5,23,46,1,,587,3,35,56,2,,5,,,59,4,125,453,50,,3,69,,199,191,3,,,261,109,0,0,0,,,,7,,4,,,,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,ewjp0ru1c4fn1h5bqyqdih0wl,B. Fisk,Midfielder,17,32,3,19,16,100,203,31,1,30,14,52,14,97,18,18,14,10,17,11,4,2,10,6,1,355,,79,1,3,55,,7,42,71,116,5,255,26,,49,,1,80,5,35,1,,21,21,15,5,18,13,79,5,4,1171,9,53,5,18,,20,2,11,123,13,127,609,45,,5,92,11,263,242,,4,1,344,216,0,1,0,,,,10,,4,4,,,,1,16,12,,,,1,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,zrowi3rzq9fndgtn1qozene1,J. Hernández,Midfielder,18,23,5,8,3,30,63,6,,1,3,6,3,77,17,17,2,14,9,3,,5,10,6,,131,,46,,3,35,1,6,42,38,85,1,96,27,,24,,,36,,7,1,,10,9,19,4,3,2,30,,4,413,4,17,9,6,,,,10,29,16,31,271,47,,9,32,2,99,89,1,1,,128,85,0,0,0,,,,3,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,axzny7xbcfsq2q7bmqas5vey2,D. Kaiser,Defender,12,1,10,19,9,48,97,9,,,4,9,4,21,11,11,5,3,6,4,,4,10,2,,229,,48,,8,10,1,,11,19,40,,174,2,,35,15,5,88,3,8,3,1,12,12,2,11,1,11,36,,,492,3,20,44,3,,3,,,44,,98,353,21,,5,47,1,182,170,,1,,219,79,0,0,0,,,,4,,6,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,246l8ttdytxycwsbi5sg12ei,D. Klomp,Defender,4,21,61,98,37,178,424,11,1,,27,11,25,141,24,24,24,14,50,31,,11,10,19,6,1404,2,98,3,53,62,4,8,79,99,239,,1113,36,,524,24,33,739,2,30,16,2,100,75,15,67,17,105,138,,6,2176,13,162,85,7,,2,4,14,179,9,604,1856,140,1,27,243,3,1161,1061,10,,3,1350,329,2,1,2,,2,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,86tz9u1o9o5u0lbyycyd3df4l,N. Ledgerwood,Midfielder,6,12,12,22,10,112,227,11,1,43,14,35,12,132,20,20,18,22,37,24,,25,10,13,2,547,2,94,1,13,73,7,4,59,83,154,,357,15,1,135,2,15,191,4,24,3,1,45,30,2,6,12,41,115,,4,1327,14,89,3,18,,27,2,8,161,5,206,776,71,,34,156,8,391,346,5,4,,505,225,0,1,0,,,,11,,2,2,,,1,1,18,17,,3,,,,,,,,,,,,,,,,,,1,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,9ciad1fw48orv5aph9o83f6ne,V. Loturi,Midfielder,16,30,14,43,29,238,329,5,1,8,22,9,20,171,28,28,16,23,48,31,1,15,10,17,4,864,2,212,2,36,75,5,2,96,104,214,,726,21,,154,,7,421,1,30,4,3,30,24,25,10,20,28,92,1,4,1745,3,155,3,19,1,6,3,6,105,12,260,1165,110,,25,120,9,744,714,,7,2,846,189,0,2,0,,,,5,,12,3,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,eoiimmhy0bdg3guq88jihpyol,J. Mason,Forward,20,17,14,49,35,58,118,8,6,1,16,8,15,78,15,15,11,8,6,5,,4,10,1,1,194,1,59,7,4,46,2,10,32,81,127,19,144,84,,46,,,36,,7,,5,2,3,18,2,3,1,39,,22,1088,16,37,,9,,,2,32,45,10,31,372,46,1,23,40,4,154,152,,4,7,184,115,4,3,3,,1,,4,,4,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,1lg1214de42tia4tcv7rk3z6d,Oliver Minatel,Forward,7,2,5,10,5,15,19,,,1,2,,2,12,3,3,1,5,,,,2,10,,,47,,14,,1,7,1,1,5,12,22,,33,6,,12,,1,17,,4,,,,6,,,2,1,11,,,121,,11,,2,,1,,1,6,1,6,68,10,,3,12,,35,35,,2,,45,18,0,0,0,,,,1,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,cbw3da3l9qi13ludkt9181z9x,A. Musse,Forward,13,22,1,3,2,20,60,1,1,10,3,11,3,67,9,9,4,8,7,6,,4,10,1,,105,,28,2,2,34,,9,33,36,70,,78,15,,37,,2,25,1,7,,1,6,4,18,,3,3,21,,5,389,8,24,2,7,1,4,,14,31,8,20,225,34,,7,24,1,81,75,,2,2,102,76,0,2,2,,,,3,,5,1,,,,,8,1,,1,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,7qctsydagkbx65ctb9wlw9n1l,D. Norman,Midfielder,24,7,33,66,33,398,296,4,,2,25,10,22,113,24,24,20,17,42,31,1,15,10,11,5,1158,3,88,1,28,49,7,5,64,82,179,,888,10,,199,2,46,643,1,21,9,,111,65,5,41,11,126,96,1,6,1804,5,115,21,5,1,3,4,11,167,4,473,1431,97,1,25,222,2,936,825,12,2,,1102,263,1,0,1,,,,5,,4,,,3,1,,1,1,,7,,2,,,,,,,,,,,,,,,,1,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,32fe58rlsvv1h3qthbhol08yy,A. Novak,Forward,9,46,23,88,65,66,139,2,4,,12,2,9,106,25,25,15,16,9,4,1,6,10,5,2,270,3,94,4,1,63,6,10,43,128,194,11,186,60,,47,,1,62,1,12,,1,3,9,18,17,8,4,66,2,15,1320,3,46,,18,,1,1,25,63,15,63,515,66,,12,70,3,200,197,,14,4,256,182,0,4,2,,,,12,,10,2,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,
