liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Goals Conceded Outside Box,Offsides,Right Foot Goals,Headed Goals,Goals from Inside Box,Throw Ins to Own Player,Set Pieces Goals,Successful Corners into Box,Attempts from Set Pieces,Penalties Taken,Throw Ins to Opposition Player,Saves Made,GK Successful Distribution,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Total Red Cards,Straight Red Cards,Foul Won Penalty,Second Goal Assists,Hit Woodwork,Penalty Goals,Crosses not Claimed,Other Goals,Red Cards - 2nd Yellow,Clearances Off the Line,Own Goal Scored,Last Man Tackle,Penalties Off Target
Canada_Canadian_Premier_League,2019,Cavalry FC,ddyudctrqh7j4vqoofwg0oull,M. Hamilton,Forward,21,20,1275,4,,2,,578,5,114,5,226,12,1,24,11,3,3,176,293,33,67,1,605,3,13,15,485,9,4,91,52,6,82,2,82,14,30,30,925,2,18,7,3,116,,218,17,10,67,1,29,5,12,7,9,126,12,12,,21,18,1,,1,56,221,490,514,10,5,,2,,19,59,14,8,60,3,4,,,,100,,,,,17,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Canada_Canadian_Premier_League,2019,Cavalry FC,86tz9u1o9o5u0lbyycyd3df4l,N. Ledgerwood,Midfielder,6,16,1317,5,6,6,3,500,4,79,13,170,32,4,77,12,8,16,257,172,43,111,1,517,9,29,3,292,9,17,188,89,15,180,4,116,15,25,36,779,25,20,21,3,134,,260,18,10,87,9,37,,25,18,4,168,13,9,,28,20,9,,1,65,89,318,329,34,2,,1,,26,81,17,23,69,,3,3,,3,1,,13,,2,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
Canada_Canadian_Premier_League,2019,Cavalry FC,9ciad1fw48orv5aph9o83f6ne,V. Loturi,Midfielder,13,,137,,1,,,49,,25,,10,1,1,4,1,2,,12,31,6,4,,49,2,4,1,40,,2,8,6,,5,,12,2,2,3,69,,2,3,1,12,,12,1,10,9,,1,,1,1,,13,,2,,,2,,1,,4,6,41,41,1,,,,,4,4,2,3,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Canada_Canadian_Premier_League,2019,Cavalry FC,7via58t85qafc6nm6ndt3cut,D. Malonga,Forward,23,4,1961,3,10,,11,486,13,174,1,286,,1,1,2,25,57,207,126,2,93,2,505,12,11,9,405,14,59,94,141,18,86,10,51,23,14,12,785,,26,4,2,105,1,100,101,10,90,34,6,1,35,46,11,208,13,17,,4,26,,2,1,61,90,392,411,103,1,3,1,,1,118,1,2,44,3,16,9,1,10,1,,,,2,1,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,
Canada_Canadian_Premier_League,2019,Cavalry FC,c71o8hujd9joixq9ge68i4qg9,N. Mavila,Defender,3,31,2021,2,1,13,,828,11,137,8,261,43,2,111,20,1,26,435,348,53,150,2,862,6,38,36,531,10,1,261,284,7,211,,113,23,45,84,1448,3,25,16,5,210,,411,2,10,140,,70,8,24,28,17,264,44,13,,34,25,2,2,1,98,30,572,601,54,7,,1,,35,124,18,23,112,3,,,,,149,,,,,66,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,
Canada_Canadian_Premier_League,2019,Cavalry FC,1lg1214de42tia4tcv7rk3z6d,Oliver Minatel,Forward,7,14,1467,8,7,1,7,350,12,87,7,174,4,4,10,11,18,34,152,101,28,78,2,356,7,31,2,256,12,30,88,77,16,85,9,57,16,23,17,603,,24,16,2,139,,101,70,10,94,12,12,7,42,24,6,197,9,14,1,14,24,,2,,69,91,262,268,58,3,,1,1,14,103,14,13,70,2,3,4,2,7,1,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Cavalry FC,20o0wuwg7mm8ynf0msec3a06i,D. Northover,Defender,12,15,609,1,,1,,251,2,62,4,91,16,2,26,5,1,12,133,92,20,51,,256,2,13,6,165,4,1,77,18,4,69,,34,7,12,23,477,,8,9,,67,,113,2,10,52,,14,4,14,12,4,91,10,5,,15,8,,,,27,63,174,179,24,1,,,1,13,39,7,15,40,1,,,,,68,,,,,16,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Cavalry FC,7fcj29th1uv9jkhdh67tygeay,N. Pasquotti,Forward,17,63,1943,3,3,3,5,479,38,142,8,235,6,6,15,16,13,50,450,122,48,119,1,483,5,45,59,343,12,29,134,37,22,177,6,119,22,38,20,1197,,25,29,1,316,,153,100,10,191,16,6,8,49,37,49,403,11,12,2,63,25,,2,3,162,151,345,349,87,7,,3,1,29,212,19,13,154,,2,2,1,5,91,,,,,71,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,
Canada_Canadian_Premier_League,2019,Cavalry FC,1bkqn5mbepc2i02kefcgdgiy1,C. Patiño,Midfielder,20,9,320,8,1,1,,116,8,30,5,74,3,,6,2,1,4,68,32,8,14,,121,2,12,8,98,2,3,20,30,4,37,1,32,3,10,1,232,10,11,5,1,55,,40,6,10,31,2,3,2,13,2,4,61,1,3,,18,11,5,1,,26,21,96,101,6,1,,1,,5,30,3,5,29,1,,,,,4,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Cavalry FC,ekpuqpny9mue83orafcamp2i,A. Pepple,Forward,24,,61,8,,,,9,,4,,6,,,,1,,3,10,1,1,2,,9,,4,,7,1,,2,2,,2,,3,,1,,21,,8,1,,7,,,,10,4,,,,1,2,,12,,1,,,8,,,,5,3,7,7,5,,,,,1,8,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Cavalry FC,31r2oi7430d9sm4f9m0yzhp79,J. Santiago,Goalkeeper,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Cavalry FC,1mcgu1zocg8bwfrncptuvfm51,M. Trafford,Defender,5,2,1891,1,,13,,1001,3,48,,207,25,2,91,,3,24,177,668,11,76,2,1042,,12,2,776,15,6,167,346,5,108,,78,21,4,61,1192,1,22,3,14,38,,452,13,10,51,3,99,,12,30,,92,54,18,,2,22,,1,,17,196,845,875,54,6,,,,6,41,5,14,21,3,2,,,,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Cavalry FC,9ckixz0zwl0km7laze2rbp2p5,J. Waterman,Defender,15,6,1719,3,3,16,1,1114,2,102,1,315,37,4,91,5,2,21,216,652,37,90,1,1147,1,19,10,852,10,6,181,281,8,135,3,139,19,14,52,1429,,22,12,8,133,,496,20,10,120,4,114,1,35,38,6,192,49,13,,6,22,,1,2,51,268,940,966,59,7,,2,,23,72,14,48,82,3,,1,,1,20,,,,,4,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Cavalry FC,7ta110w4agnmtkjsfpgilj2wa,J. Wheeldon,Defender,14,,1497,1,,8,,765,1,41,,105,40,6,89,3,5,29,154,545,16,52,,791,3,12,2,563,9,5,141,219,1,97,3,61,17,5,44,945,,18,6,6,40,,294,15,10,66,,87,,6,42,,111,71,9,,,18,,1,,16,237,628,650,71,7,,,,12,45,4,14,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Canada_Canadian_Premier_League,2019,Cavalry FC,7lqj7hx4na2kvl5doan797vmx,D. Zator,Defender,4,22,2425,3,,29,1,1383,11,104,4,332,75,,175,19,15,58,508,722,45,220,2,1445,,17,16,926,17,22,395,153,12,284,8,143,26,44,133,1943,,29,10,12,125,,703,67,10,170,7,124,4,20,90,8,273,77,17,,22,29,,,1,45,485,1002,1050,148,11,,2,1,30,103,15,51,80,,2,,1,1,70,,,,,46,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,759r7l0y8jofaf394tnc7ytt6,P. Amanda,Forward,16,4,137,,1,,1,29,1,12,,13,,,,1,1,3,19,7,2,9,,29,2,2,3,19,1,2,9,3,,11,,2,2,5,2,55,,2,,,11,,6,8,10,9,1,1,,1,3,,17,1,1,1,4,2,,,1,5,8,20,20,6,,,1,,1,8,1,3,6,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,614w28s7cigyjam7f10hz9gwl,T. Ameobi,Forward,18,2,1860,2,18,,4,499,8,146,1,255,2,4,9,9,12,74,250,125,25,127,4,515,6,49,7,369,21,22,136,112,23,109,1,66,21,21,29,790,,23,18,1,167,,137,59,10,136,10,10,1,31,76,10,317,15,22,,2,23,,3,,107,120,364,379,150,2,2,,1,16,181,9,7,60,1,5,3,1,4,3,,,,1,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,79pboh9mzuchik3r2027wntgp,A. Đidić,Defender,55,,1650,,1,18,,906,5,67,1,205,33,3,72,3,11,23,190,559,29,98,5,933,1,21,4,638,21,21,170,131,13,104,2,92,19,7,66,1180,,19,7,19,59,,357,47,10,108,10,125,1,3,73,1,155,109,25,,,19,,,1,24,378,740,763,96,4,,3,,20,47,9,23,35,4,2,,,,1,,,2,,1,,,2,,,,,,,,,,,,,,,,,1,,,,,1,1,,
Canada_Canadian_Premier_League,2019,FC Edmonton,42d31lze22zahkqy8vu5zpcyd,O. Diouck,Forward,45,23,1977,4,3,1,6,556,18,160,16,294,4,6,29,11,18,23,293,169,38,106,6,582,9,62,30,407,20,34,135,175,28,150,11,101,22,25,23,992,9,26,33,,247,1,131,73,10,120,16,40,10,45,8,22,278,6,22,,38,26,6,6,2,135,116,432,447,31,4,1,2,,24,158,14,4,112,2,18,5,1,5,9,,3,6,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,2bvfol1n1otgzral4w8j0ci22,D. Doe,Forward,26,4,170,5,,,,40,,7,1,18,1,,5,2,1,1,45,5,5,13,,40,2,6,5,20,4,1,18,6,,21,1,10,2,3,1,94,1,7,5,,36,,14,8,10,15,,2,,5,,6,37,,4,,4,7,,,,21,13,22,22,1,,,,,4,22,1,,15,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,6l4kyf7qchaomnurt2e2bk445,R. Edwini-Bonsu,Forward,11,8,363,9,,,,80,3,17,8,44,3,1,4,1,3,3,75,17,7,25,,82,3,9,5,52,3,9,29,24,9,40,,21,3,3,3,184,10,12,8,,54,,28,14,10,26,6,1,2,13,2,3,59,1,5,,14,12,5,,1,30,13,51,53,5,,,1,1,5,33,2,3,24,2,1,,,,1,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,1yufrkhruoxnyg54sxgduilt5,J. Esua,Defender,3,78,1799,1,3,20,,747,12,169,14,256,67,2,103,10,4,18,399,323,24,94,4,762,1,20,31,499,17,5,197,37,13,211,2,129,20,32,64,1335,,21,8,7,121,,308,18,10,111,1,66,14,20,39,14,178,43,20,,78,21,,2,2,49,248,551,565,57,8,1,2,,19,67,5,32,72,3,5,,,,149,,,,,57,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,8ev4bh2rm56bbo2zwyndiz3hm,C. Ezoua,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,4wg2u3zl05ijnwx0wicmwpvpx,C. James,Goalkeeper,1,,1980,,1,79,,412,,,,107,122,,239,,,2,245,354,1,5,4,705,,,,282,21,,244,135,,173,,205,22,,71,935,,22,,,6,,442,,10,12,,179,,5,8,,16,22,24,,,22,,,,2,128,297,461,10,7,,,,1,4,,1,4,3,,,,,,,,,,,68,235,,7,1,4,2,10,29,21,39,5,1,4,70,,,,,,,1,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,58elvwym7gnql18liaoa6zo16,A. Khabra,Midfielder,23,3,1728,3,5,2,,930,5,192,3,441,3,,13,20,9,22,188,392,42,107,4,950,16,27,11,799,22,10,120,260,7,86,10,113,21,32,37,1208,1,24,11,3,156,,263,20,10,104,1,31,2,37,19,5,197,1,25,,3,24,,2,,71,235,810,830,41,1,,,,28,93,14,16,85,3,,,,,8,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,9eatc4jz3lvrdclqxj4k4980l,P. Lincourt-Joseph,Midfielder,10,2,346,8,,1,,141,,33,1,60,1,,7,3,1,6,58,49,12,28,2,143,2,1,5,102,4,2,35,27,3,29,2,22,3,5,8,214,,11,1,,43,,54,,10,28,1,6,,8,3,1,52,4,5,,2,11,,,,18,29,107,108,9,,,,,6,24,6,3,25,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,4a4m18zkb35qgn6h57rhuhu51,J. Marcelin,Midfielder,14,5,1699,3,3,14,,838,,82,1,249,29,2,68,5,1,17,200,467,26,85,5,868,1,24,13,640,18,3,153,209,7,97,4,124,18,21,61,1107,,21,15,7,117,,313,16,10,90,2,75,1,17,35,5,169,52,22,,5,21,,1,,62,264,691,715,52,5,,,,19,79,7,29,55,4,1,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,1kz50yz5flax19tm42u3m83bp,E. Mortotsi,Midfielder,6,8,881,9,6,2,,447,3,87,9,205,5,1,37,8,8,15,168,164,23,67,2,464,3,15,15,326,13,15,104,100,10,101,6,78,9,12,18,659,17,18,11,,98,,172,14,10,64,7,34,2,16,10,5,123,2,14,,15,18,8,1,,44,105,348,360,25,,,2,2,11,59,12,8,54,1,,,,,7,,9,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,8v158n3stjodma3bjlj4yg639,K. Moses,Defender,12,13,970,4,2,8,,353,4,46,2,130,14,2,40,7,8,14,134,152,22,52,3,372,3,12,6,241,13,9,92,40,4,79,3,50,11,16,26,582,,15,5,7,62,,167,18,10,78,1,39,2,20,32,,108,26,13,,13,15,,,,16,119,262,280,46,1,,,,14,30,8,16,46,,,,,,33,,,,,8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,9wsm9vzab3uywb8rox5go6jxm,E. Ongaro,Forward,19,6,1167,10,11,,10,235,8,64,,130,3,1,4,7,14,51,177,53,4,60,4,247,3,11,18,182,15,35,64,62,9,63,3,44,11,17,7,479,,21,2,2,103,,58,65,10,69,21,1,,12,37,22,191,7,19,5,6,21,,3,1,71,63,171,183,88,2,,2,,2,122,2,1,32,4,2,2,3,10,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,ay1hg91asmcve43pfqesll562,D. Powley,Goalkeeper,13,,540,,,22,,127,,,,35,43,,82,,,,85,99,,1,2,217,,,1,80,8,,83,38,1,61,,49,6,,22,271,,6,,,1,,148,,10,3,,54,,1,2,,3,2,9,,,6,,,,,31,86,134,2,1,,,,,,,,1,1,,,,,,,,,,,21,59,,,,1,1,2,5,4,15,2,,1,22,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,c3dbx4f32gv1kiryun9dysv3e,A. Sarkaria,Forward,9,1,566,2,8,,,138,2,50,,65,,1,1,2,2,7,65,46,12,34,1,146,6,8,3,107,10,4,35,26,1,32,2,32,8,6,4,223,,10,6,,47,,29,14,10,24,2,4,,6,3,,57,3,10,,1,10,,,1,26,41,103,111,10,1,2,1,,9,33,3,3,21,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,daf9pfrmp5w42wpwejb3lzkr9,Son Yong-Chan,Midfielder,7,15,952,3,1,5,,303,9,58,8,123,14,1,27,11,,18,171,119,29,50,2,311,6,16,,207,9,1,77,56,15,67,1,50,11,22,32,556,14,14,9,,77,,121,9,10,48,1,27,4,12,7,5,102,3,11,,22,14,7,1,1,36,76,227,234,25,1,,1,,19,54,10,8,41,2,,,,,58,,4,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,57sscey83fcglkmcrtpp28k5,Soria,Defender,5,11,2011,1,9,9,1,1033,7,135,34,435,30,3,102,6,9,24,365,425,39,157,4,1085,,18,5,750,20,13,259,275,26,245,,141,22,22,65,1399,50,23,9,6,98,1,405,9,10,80,4,76,5,10,28,2,150,27,23,1,51,23,24,2,3,46,270,793,826,52,8,2,3,2,25,70,14,32,52,3,1,,,,6,1,24,4,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,b4fisyd57o49077v5nwv9ex91,T. Tchani,Midfielder,22,2,192,3,1,,,134,,28,,65,2,,6,1,3,1,39,46,3,24,1,141,1,8,11,103,2,5,30,28,1,26,1,23,2,2,6,186,,5,7,2,31,,46,3,10,24,2,8,,2,8,1,40,3,3,,2,5,,,,15,39,104,111,9,,,,,2,16,1,3,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,7w93cfaszi89ex6xdf9tgkp9l,M. Temguia,Defender,8,1,2430,,,20,2,1276,2,107,,229,53,3,141,20,5,25,318,813,63,123,5,1306,,40,7,948,27,10,264,430,4,165,2,148,27,27,100,1692,,27,20,13,178,,563,25,10,142,5,94,,29,44,6,247,80,30,,1,27,,1,,80,206,1021,1042,69,8,1,,,42,105,21,54,98,3,,2,,2,17,,,,,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,7dbeb4b7em8hmoc7e0begi1yi,M. Velado-Tsegaye,Forward,17,4,487,11,3,,1,138,9,53,1,60,3,1,4,6,7,6,88,50,8,26,2,139,4,12,6,109,11,13,30,28,3,26,3,23,5,10,10,272,2,16,4,1,68,,26,18,10,30,6,,1,14,3,7,77,1,12,,6,16,2,1,1,41,32,108,109,9,1,,1,,4,47,4,4,27,1,1,1,,1,4,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
